"用户体验的要素","Jesse James Garrett","167","8.2","http://book.douban.com/subject/2297549/"
"哈佛商学院启示录","丘凯怡","111","8.5","http://book.douban.com/subject/1144530/"
"市场营销原理","（美）菲利普.科特勒（Philip Kotler）等","467","8.8","http://book.douban.com/subject/1913066/"
"Excel图表之道","刘万祥","240","9.0","http://book.douban.com/subject/4326057/"
"我看电商","黄若","268","8.5","http://book.douban.com/subject/24714655/"
"JavaScript语言精髓与编程实践","周爱民","456","8.7","http://book.douban.com/subject/10542576/"
"不懂项目管理，还敢拼职场","李治","248","7.9","http://book.douban.com/subject/6404010/"
"设计网事","千鸟","264","7.6","http://book.douban.com/subject/4233474/"
"创业者对话创业者","","","7.6","http://book.douban.com/subject/4860450/"
"我为什么要投资你","李晓艳","271","6.8","http://book.douban.com/subject/10571271/"
"掘金黑客","［美］凯文·保尔森","272","7.7","http://book.douban.com/subject/19975498/"
"中国字体设计人：一字一生","廖洁连","247","8.7","http://book.douban.com/subject/11542961/"
"创意，是一笔灵魂交易","[美]朱莉娅卡梅伦（Julia Cameron）","252","8.6","http://book.douban.com/subject/11517171/"
"大数据","Anand Rajaraman","258","7.8","http://book.douban.com/subject/19934150/"
"蓝海战略","(韩)W.钱金","264","7.9","http://book.douban.com/subject/1484542/"
"水平营销","陈燕茹","188","7.9","http://book.douban.com/subject/1068884/"
"大话移动通信","丁奇","304","8.7","http://book.douban.com/subject/6876925/"
"美第奇效应","弗朗斯·约翰松","263","7.6","http://book.douban.com/subject/1808521/"
"产品经理实战手册","王欣","181","6.6","http://book.douban.com/subject/1443439/"
"Web信息架构(第3版)","Peter Morville","508","8.2","http://book.douban.com/subject/3169342/"
"统计数字会撒谎","[美] 达莱尔·哈夫","154","7.5","http://book.douban.com/subject/3595095/"
"黑天鹅","纳西姆尼古拉斯塔勒布 (Nassim Nicholas Taleb)","375","8.2","http://book.douban.com/subject/6854525/"
"软件人才管理的艺术","Michael Lopp","190","8.1","http://book.douban.com/subject/4999476/"
"高效人士的116个IT秘笈","Gina Trapani","356","6.9","http://book.douban.com/subject/5253765/"
"质量·软件·管理（第1卷）","杰拉尔德温伯格","412","8.6","http://book.douban.com/subject/1170016/"
"赢在用户","[美]Steve Mulder","195","8.0","http://book.douban.com/subject/2157554/"
"软件观念革命","[美] Alan Cooper","538","8.5","http://book.douban.com/subject/1392475/"
"金融可以颠覆历史","王巍","","7.0","http://book.douban.com/subject/24705392/"
"正在发生的未来","刘德寰","268","6.9","http://book.douban.com/subject/10575969/"
"硅谷最受欢迎的情商课","[新] 陈一鸣","228","7.9","http://book.douban.com/subject/24700106/"
"如何管理设计流程","[美]特里·李·斯通","208","8.5","http://book.douban.com/subject/10514062/"
"程序设计实践","Brian W. Kernighan      Rob Pike","329","8.7","http://book.douban.com/subject/6524000/"
"产品经理的第二本书","[美] 哥乔斯","237","7.6","http://book.douban.com/subject/1082734/"
"产品经理的第一本书","林达·哥乔斯","247","7.2","http://book.douban.com/subject/1159373/"
"公司进化论","[美]杰弗里.摩尔","237","7.9","http://book.douban.com/subject/2124330/"
"Photoshop+Illustrator完美创意设计","[韩]全相炫","469","9.0","http://book.douban.com/subject/3621525/"
"从优秀到卓越","[美] 吉姆·柯林斯","292","8.1","http://book.douban.com/subject/1059769/"
"理科生的人生设计指南","（日） 坪田一男","236","7.5","http://book.douban.com/subject/24733738/"
"项目经理案头手册","刘易斯","317","8.5","http://book.douban.com/subject/3350772/"
"免费","[美] 克里斯·安德森","307","7.6","http://book.douban.com/subject/3932520/"
"企业形象设计之助手","陈青","288","6.9","http://book.douban.com/subject/1097934/"
"设计创意流程","","189","7.1","http://book.douban.com/subject/3519858/"
"个性化网页设计与鉴赏","梁景红","207","7.3","http://book.douban.com/subject/1414865/"
"JavaScript编程精解","Marijn Haverbeke","176","8.0","http://book.douban.com/subject/19933548/"
"深入理解软件构造系统","Peter Smith","406","","http://book.douban.com/subject/10769838/"
"引人入胜","Lynda Felder","188","7.2","http://book.douban.com/subject/19933455/"
"天才引导的历程","William Dunham","322","8.8","http://book.douban.com/subject/20453160/"
"C#与.NET 3.5高级程序设计","特罗尔森","1107","8.7","http://book.douban.com/subject/3563971/"
".NET高级调试","Mario Hewardt","379","8.0","http://book.douban.com/subject/5346548/"
"设计模式","王翔","652","8.4","http://book.douban.com/subject/3288728/"
"WCF全面解析（上下册）","蒋金楠","1136","8.1","http://book.douban.com/subject/10733306/"
"C#本质论","米凯利斯","694","8.6","http://book.douban.com/subject/5243513/"
"深入浅出WPF","刘铁猛","288","8.3","http://book.douban.com/subject/4935260/"
"深入理解C#（第2版）","Jon Skeet","445","9.2","http://book.douban.com/subject/7055340/"
"武侠，从牛A到牛C","大脸撑在小胸上(李汀)","323","8.4","http://book.douban.com/subject/4118599/"
"神一样的产品经理","闫荣","467","7.5","http://book.douban.com/subject/10769591/"
"深入浅出CoffeeScript","[英] Trevor Burnham","104","7.7","http://book.douban.com/subject/10599786/"
"我是一只IT小小鸟","胡江堂","284","7.7","http://book.douban.com/subject/4006425/"
"别说你懂心理学","","272","8.2","http://book.douban.com/subject/10757907/"
"知道力","孙继滨","216","7.8","http://book.douban.com/subject/5415964/"
"如何管理软件企业","林锐","230","7.7","http://book.douban.com/subject/4178846/"
"一页纸IT项目管理","Clark A.Campbell","116","7.1","http://book.douban.com/subject/4291404/"
"网络营销实训","珀尔曼","160","7.7","http://book.douban.com/subject/4918067/"
"爆发","[美] 艾伯特-拉斯洛·巴拉巴西","310","6.3","http://book.douban.com/subject/10769712/"
"流量的秘密","Brian Clifton","486","7.8","http://book.douban.com/subject/10733001/"
"三双鞋","[美] 谢家华","208","8.3","http://book.douban.com/subject/5302113/"
"经济学原理","[美] N.格里高利·曼昆","363","9.3","http://book.douban.com/subject/3719531/"
"经济学原理","[美] N.格里高利·曼昆","540","9.4","http://book.douban.com/subject/3719533/"
"管人的真理","[美] 斯蒂芬·P. 罗宾斯","211","7.9","http://book.douban.com/subject/1018540/"
"营销管理","[美] 菲利普·科特勒","839","9.1","http://book.douban.com/subject/1894695/"
"竞争战略","迈克尔波特 (Michael E. Porter)","359","8.7","http://book.douban.com/subject/1435909/"
"管理的实践","[美] 彼得·德鲁克","322","8.9","http://book.douban.com/subject/1457028/"
"别独自用餐","[美] 基思·法拉奇","286","8.1","http://book.douban.com/subject/5344908/"
"麦田里的守望者","(美)J.D.塞林格","231","8.2","http://book.douban.com/subject/4286204/"
"基业长青","[美] 詹姆斯·柯林斯","317","8.3","http://book.douban.com/subject/1022936/"
"苹果狂潮","[美] Brian X. Chen","176","7.0","http://book.douban.com/subject/10555212/"
"任天堂传奇","[美]斯隆","209","6.4","http://book.douban.com/subject/10482130/"
"App创富传奇","Chris Stevens","167","6.7","http://book.douban.com/subject/21334292/"
"营销十法","马西森","222","7.0","http://book.douban.com/subject/6889439/"
"人人都有好工作","Andy Lester","300","7.7","http://book.douban.com/subject/5998157/"
"写给大家看的项目管理书","Gregory M.Horine","272","6.8","http://book.douban.com/subject/6011928/"
"网站设计解构","[美] Robert Hoekman,Jr.","196","7.4","http://book.douban.com/subject/4926708/"
"锦绣蓝图","[美] 沃德科 (Christina Wodtke)","235","8.0","http://book.douban.com/subject/4076216/"
"短!微讯息时代写作的艺术","[美]ChristopherJohnson","205","6.1","http://book.douban.com/subject/11516592/"
"误区","Thomas Kida","247","7.7","http://book.douban.com/subject/6432905/"
"赢在设计","[美] 洛芙迪 (Lance Loveday)","187","8.0","http://book.douban.com/subject/4924293/"
"筑巢引凤","[美] Joshua Porter","196","7.6","http://book.douban.com/subject/5290566/"
"项目管理修炼之道","罗斯曼(Johanna Rothman)","257","8.3","http://book.douban.com/subject/4058336/"
"写给大家看的色彩书1","梁景红（Relen）  编著","215","8.3","http://book.douban.com/subject/5914791/"
"写给大家看的PPT设计书","Robin Williams","153","7.7","http://book.douban.com/subject/6392682/"
"瞬间之美","[美] Robert Hoekman, Jr.","226","8.1","http://book.douban.com/subject/3886044/"
"亲爱的界面","[瑞士] Lukas Mathis","236","8.0","http://book.douban.com/subject/20278578/"
"我是设计师","刘　松","203","6.9","http://book.douban.com/subject/11516311/"
"星期三是蓝色的","（英）丹尼尔塔米特","256","8.1","http://book.douban.com/subject/6862941/"
"第五项修炼","彼得·圣吉","455","8.9","http://book.douban.com/subject/4051739/"
"Scrum敏捷项目管理","Ken Schwaber","167","7.5","http://book.douban.com/subject/2327024/"
"目标","艾利·高德拉特","383","8.7","http://book.douban.com/subject/1464593/"
"异类","[美] 马尔科姆·格拉德威尔","259","7.8","http://book.douban.com/subject/3688489/"
"决断2秒间","(美)马尔科姆·格拉德韦尔","265","6.9","http://book.douban.com/subject/2014130/"
"战胜拖拉","[美] 尼尔·菲奥里","183","8.0","http://book.douban.com/subject/3149514/"
"解析极限编程","Kent Beck","167","7.9","http://book.douban.com/subject/6828074/"
"思维导图","东尼·博赞","292","7.4","http://book.douban.com/subject/3691437/"
"尽管去做","(美) 戴维﹒艾伦","305","8.1","http://book.douban.com/subject/1085660/"
"佛陀与想太多的猪 1","[日] 小泉吉宏","205","8.0","http://book.douban.com/subject/24732964/"
"你的灯亮着吗?","唐纳德高斯","121","8.2","http://book.douban.com/subject/1135754/"
"清醒思考的艺术","[德]罗尔夫·多贝里","215","7.8","http://book.douban.com/subject/20492550/"
"未来是湿的","[美] 克莱·舍基","206","7.6","http://book.douban.com/subject/3735295/"
